ONA_1:input 1/mode 1/transmission: Re(TE transmission) vs wavelength

wavelength(nm), Re(TE transmission)
1556.6, -0.107359
1556.6, -0.107635
1556.6, -0.107912
1556.6, -0.108189
1556.6, -0.108467
1556.6, -0.108745
1556.6, -0.109023
1556.6, -0.109302
1556.6, -0.109581
1556.6, -0.10986
1556.6, -0.11014
1556.6, -0.11042
1556.6, -0.110701
1556.6, -0.110982
1556.6, -0.111263
1556.6, -0.111545
1556.6, -0.111827
1556.6, -0.112109
1556.6, -0.112392
1556.6, -0.112676
1556.6, -0.112959
1556.6, -0.113243
1556.6, -0.113528
1556.6, -0.113812
1556.59, -0.114098
1556.59, -0.114383
1556.59, -0.114669
1556.59, -0.114955
1556.59, -0.115242
1556.59, -0.115529
1556.59, -0.115817
1556.59, -0.116105
1556.59, -0.116393
1556.59, -0.116682
1556.59, -0.116971
1556.59, -0.11726
1556.59, -0.11755
1556.59, -0.11784
1556.59, -0.118131
1556.59, -0.118422
1556.59, -0.118713
1556.59, -0.119005
1556.59, -0.119297
1556.59, -0.11959
1556.59, -0.119883
1556.59, -0.120177
1556.59, -0.12047
1556.59, -0.120765
1556.59, -0.121059
1556.58, -0.121354
1556.58, -0.12165
1556.58, -0.121945
1556.58, -0.122242
1556.58, -0.122538
1556.58, -0.122835
1556.58, -0.123133
1556.58, -0.123431
1556.58, -0.123729
1556.58, -0.124028
1556.58, -0.124327
1556.58, -0.124626
1556.58, -0.124926
1556.58, -0.125226
1556.58, -0.125527
1556.58, -0.125828
1556.58, -0.12613
1556.58, -0.126431
1556.58, -0.126734
1556.58, -0.127037
1556.58, -0.12734
1556.58, -0.127643
1556.58, -0.127947
1556.58, -0.128252
1556.57, -0.128557
1556.57, -0.128862
1556.57, -0.129168
1556.57, -0.129474
1556.57, -0.12978
1556.57, -0.130087
1556.57, -0.130394
1556.57, -0.130702
1556.57, -0.13101
1556.57, -0.131319
1556.57, -0.131628
1556.57, -0.131937
1556.57, -0.132247
1556.57, -0.132558
1556.57, -0.132868
1556.57, -0.133179
1556.57, -0.133491
1556.57, -0.133803
1556.57, -0.134115
1556.57, -0.134428
1556.57, -0.134742
1556.57, -0.135055
1556.57, -0.135369
1556.57, -0.135684
1556.57, -0.135999
1556.56, -0.136314
1556.56, -0.13663
1556.56, -0.136947
1556.56, -0.137263
1556.56, -0.137581
1556.56, -0.137898
1556.56, -0.138216
1556.56, -0.138535
1556.56, -0.138854
1556.56, -0.139173
1556.56, -0.139493
1556.56, -0.139813
1556.56, -0.140134
1556.56, -0.140455
1556.56, -0.140776
1556.56, -0.141098
1556.56, -0.141421
1556.56, -0.141744
1556.56, -0.142067
1556.56, -0.142391
1556.56, -0.142715
1556.56, -0.14304
1556.56, -0.143365
1556.56, -0.14369
1556.56, -0.144016
1556.55, -0.144343
1556.55, -0.14467
1556.55, -0.144997
1556.55, -0.145325
1556.55, -0.145653
1556.55, -0.145982
1556.55, -0.146311
1556.55, -0.146641
1556.55, -0.146971
1556.55, -0.147301
1556.55, -0.147632
1556.55, -0.147964
1556.55, -0.148296
1556.55, -0.148628
1556.55, -0.148961
1556.55, -0.149294
1556.55, -0.149628
1556.55, -0.149962
1556.55, -0.150297
1556.55, -0.150632
1556.55, -0.150967
1556.55, -0.151304
1556.55, -0.15164
1556.55, -0.151977
1556.55, -0.152314
1556.54, -0.152652
1556.54, -0.152991
1556.54, -0.15333
1556.54, -0.153669
1556.54, -0.154009
1556.54, -0.154349
1556.54, -0.15469
1556.54, -0.155031
1556.54, -0.155372
1556.54, -0.155715
1556.54, -0.156057
1556.54, -0.1564
1556.54, -0.156744
1556.54, -0.157088
1556.54, -0.157432
1556.54, -0.157777
1556.54, -0.158123
1556.54, -0.158469
1556.54, -0.158815
1556.54, -0.159162
1556.54, -0.159509
1556.54, -0.159857
1556.54, -0.160206
1556.54, -0.160554
1556.54, -0.160904
1556.53, -0.161254
1556.53, -0.161604
1556.53, -0.161955
1556.53, -0.162306
1556.53, -0.162658
1556.53, -0.16301
1556.53, -0.163363
1556.53, -0.163716
1556.53, -0.164069
1556.53, -0.164424
1556.53, -0.164778
1556.53, -0.165133
1556.53, -0.165489
1556.53, -0.165845
1556.53, -0.166202
1556.53, -0.166559
1556.53, -0.166917
1556.53, -0.167275
1556.53, -0.167633
1556.53, -0.167992
1556.53, -0.168352
1556.53, -0.168712
1556.53, -0.169073
1556.53, -0.169434
1556.52, -0.169796
1556.52, -0.170158
1556.52, -0.17052
1556.52, -0.170883
1556.52, -0.171247
1556.52, -0.171611
1556.52, -0.171976
1556.52, -0.172341
1556.52, -0.172707
1556.52, -0.173073
1556.52, -0.173439
1556.52, -0.173807
1556.52, -0.174174
1556.52, -0.174543
1556.52, -0.174911
1556.52, -0.17528
1556.52, -0.17565
1556.52, -0.17602
1556.52, -0.176391
1556.52, -0.176763
1556.52, -0.177134
1556.52, -0.177507
1556.52, -0.177879
1556.52, -0.178253
1556.52, -0.178627
1556.51, -0.179001
1556.51, -0.179376
1556.51, -0.179751
1556.51, -0.180127
1556.51, -0.180504
1556.51, -0.180881
1556.51, -0.181258
1556.51, -0.181636
1556.51, -0.182015
1556.51, -0.182394
1556.51, -0.182774
1556.51, -0.183154
1556.51, -0.183535
1556.51, -0.183916
1556.51, -0.184298
1556.51, -0.18468
1556.51, -0.185063
1556.51, -0.185446
1556.51, -0.18583
1556.51, -0.186214
1556.51, -0.186599
1556.51, -0.186985
1556.51, -0.187371
1556.51, -0.187757
1556.51, -0.188144
1556.5, -0.188532
1556.5, -0.18892
1556.5, -0.189309
1556.5, -0.189698
1556.5, -0.190088
1556.5, -0.190478
1556.5, -0.190869
1556.5, -0.191261
1556.5, -0.191652
1556.5, -0.192045
1556.5, -0.192438
1556.5, -0.192832
1556.5, -0.193226
1556.5, -0.193621
1556.5, -0.194016
1556.5, -0.194412
1556.5, -0.194808
1556.5, -0.195205
1556.5, -0.195602
1556.5, -0.196
1556.5, -0.196399
1556.5, -0.196798
1556.5, -0.197198
1556.5, -0.197598
1556.5, -0.197999
1556.49, -0.1984
1556.49, -0.198802
1556.49, -0.199205
1556.49, -0.199608
1556.49, -0.200011
1556.49, -0.200415
1556.49, -0.20082
1556.49, -0.201225
1556.49, -0.201631
1556.49, -0.202038
1556.49, -0.202445
1556.49, -0.202852
1556.49, -0.20326
1556.49, -0.203669
1556.49, -0.204078
1556.49, -0.204488
1556.49, -0.204898
1556.49, -0.205309
1556.49, -0.205721
1556.49, -0.206133
1556.49, -0.206546
1556.49, -0.206959
1556.49, -0.207373
1556.49, -0.207787
1556.49, -0.208202
1556.48, -0.208618
1556.48, -0.209034
1556.48, -0.209451
1556.48, -0.209868
1556.48, -0.210286
1556.48, -0.210704
1556.48, -0.211123
1556.48, -0.211543
1556.48, -0.211963
1556.48, -0.212384
1556.48, -0.212805
1556.48, -0.213227
1556.48, -0.21365
1556.48, -0.214073
1556.48, -0.214497
1556.48, -0.214921
1556.48, -0.215346
1556.48, -0.215771
1556.48, -0.216198
1556.48, -0.216624
1556.48, -0.217052
1556.48, -0.217479
1556.48, -0.217908
1556.48, -0.218337
1556.47, -0.218767
1556.47, -0.219197
1556.47, -0.219628
1556.47, -0.220059
1556.47, -0.220491
1556.47, -0.220924
1556.47, -0.221357
1556.47, -0.221791
1556.47, -0.222226
1556.47, -0.222661
1556.47, -0.223096
1556.47, -0.223533
1556.47, -0.22397
1556.47, -0.224407
1556.47, -0.224845
1556.47, -0.225284
1556.47, -0.225723
1556.47, -0.226163
1556.47, -0.226604
1556.47, -0.227045
1556.47, -0.227487
1556.47, -0.227929
1556.47, -0.228372
1556.47, -0.228816
1556.47, -0.22926
1556.46, -0.229705
1556.46, -0.23015
1556.46, -0.230596
1556.46, -0.231043
1556.46, -0.23149
1556.46, -0.231938
1556.46, -0.232387
1556.46, -0.232836
1556.46, -0.233286
1556.46, -0.233736
1556.46, -0.234188
1556.46, -0.234639
1556.46, -0.235092
1556.46, -0.235545
1556.46, -0.235998
1556.46, -0.236452
1556.46, -0.236907
1556.46, -0.237363
1556.46, -0.237819
1556.46, -0.238275
1556.46, -0.238733
1556.46, -0.239191
1556.46, -0.239649
1556.46, -0.240109
1556.46, -0.240569
1556.45, -0.241029
1556.45, -0.24149
1556.45, -0.241952
1556.45, -0.242415
1556.45, -0.242878
1556.45, -0.243342
1556.45, -0.243806
1556.45, -0.244271
1556.45, -0.244737
1556.45, -0.245203
1556.45, -0.24567
1556.45, -0.246137
1556.45, -0.246606
1556.45, -0.247075
1556.45, -0.247544
1556.45, -0.248014
1556.45, -0.248485
1556.45, -0.248957
1556.45, -0.249429
1556.45, -0.249902
1556.45, -0.250375
1556.45, -0.250849
1556.45, -0.251324
1556.45, -0.251799
1556.45, -0.252275
1556.44, -0.252752
1556.44, -0.25323
1556.44, -0.253708
1556.44, -0.254186
1556.44, -0.254666
1556.44, -0.255146
1556.44, -0.255626
1556.44, -0.256108
1556.44, -0.25659
1556.44, -0.257072
1556.44, -0.257556
1556.44, -0.25804
1556.44, -0.258525
1556.44, -0.25901
1556.44, -0.259496
1556.44, -0.259983
1556.44, -0.26047
1556.44, -0.260958
1556.44, -0.261447
1556.44, -0.261936
1556.44, -0.262426
1556.44, -0.262917
1556.44, -0.263408
1556.44, -0.2639
1556.44, -0.264393
1556.43, -0.264886
1556.43, -0.26538
1556.43, -0.265875
1556.43, -0.266371
1556.43, -0.266867
1556.43, -0.267364
1556.43, -0.267861
1556.43, -0.268359
1556.43, -0.268858
1556.43, -0.269358
1556.43, -0.269858
1556.43, -0.270359
1556.43, -0.27086
1556.43, -0.271363
1556.43, -0.271866
1556.43, -0.272369
1556.43, -0.272874
1556.43, -0.273379
1556.43, -0.273884
1556.43, -0.274391
1556.43, -0.274898
1556.43, -0.275406
1556.43, -0.275914
1556.43, -0.276423
1556.42, -0.276933
1556.42, -0.277444
1556.42, -0.277955
1556.42, -0.278467
1556.42, -0.27898
1556.42, -0.279493
1556.42, -0.280007
1556.42, -0.280522
1556.42, -0.281038
1556.42, -0.281554
1556.42, -0.282071
1556.42, -0.282588
1556.42, -0.283107
1556.42, -0.283626
1556.42, -0.284145
1556.42, -0.284666
1556.42, -0.285187
1556.42, -0.285709
1556.42, -0.286231
1556.42, -0.286754
1556.42, -0.287278
1556.42, -0.287803
1556.42, -0.288328
1556.42, -0.288855
1556.42, -0.289381
1556.41, -0.289909
1556.41, -0.290437
1556.41, -0.290966
1556.41, -0.291496
1556.41, -0.292026
1556.41, -0.292557
1556.41, -0.293089
1556.41, -0.293622
1556.41, -0.294155
1556.41, -0.294689
1556.41, -0.295223
1556.41, -0.295759
1556.41, -0.296295
1556.41, -0.296832
1556.41, -0.29737
1556.41, -0.297908
1556.41, -0.298447
1556.41, -0.298987
1556.41, -0.299527
1556.41, -0.300068
1556.41, -0.30061
1556.41, -0.301153
1556.41, -0.301696
1556.41, -0.302241
1556.41, -0.302785
1556.4, -0.303331
1556.4, -0.303877
1556.4, -0.304424
1556.4, -0.304972
1556.4, -0.305521
1556.4, -0.30607
1556.4, -0.30662
1556.4, -0.307171
1556.4, -0.307722
1556.4, -0.308275
1556.4, -0.308828
1556.4, -0.309381
1556.4, -0.309936
1556.4, -0.310491
1556.4, -0.311047
1556.4, -0.311603
1556.4, -0.312161
1556.4, -0.312719
1556.4, -0.313278
1556.4, -0.313838
1556.4, -0.314398
1556.4, -0.314959
1556.4, -0.315521
1556.4, -0.316084
1556.4, -0.316647
1556.39, -0.317211
1556.39, -0.317776
1556.39, -0.318342
1556.39, -0.318908
1556.39, -0.319475
1556.39, -0.320043
1556.39, -0.320612
1556.39, -0.321181
1556.39, -0.321751
1556.39, -0.322322
1556.39, -0.322894
1556.39, -0.323466
1556.39, -0.324039
1556.39, -0.324613
1556.39, -0.325188
1556.39, -0.325763
1556.39, -0.32634
1556.39, -0.326916
1556.39, -0.327494
1556.39, -0.328073
1556.39, -0.328652
1556.39, -0.329232
1556.39, -0.329813
1556.39, -0.330394
1556.38, -0.330976
1556.38, -0.33156
1556.38, -0.332143
1556.38, -0.332728
1556.38, -0.333313
1556.38, -0.333899
1556.38, -0.334486
1556.38, -0.335074
1556.38, -0.335662
1556.38, -0.336252
1556.38, -0.336841
1556.38, -0.337432
1556.38, -0.338024
1556.38, -0.338616
1556.38, -0.339209
1556.38, -0.339803
1556.38, -0.340397
1556.38, -0.340993
1556.38, -0.341589
1556.38, -0.342186
1556.38, -0.342783
1556.38, -0.343382
1556.38, -0.343981
1556.38, -0.344581
1556.38, -0.345182
1556.37, -0.345784
1556.37, -0.346386
1556.37, -0.346989
1556.37, -0.347593
1556.37, -0.348198
1556.37, -0.348803
1556.37, -0.349409
1556.37, -0.350016
1556.37, -0.350624
1556.37, -0.351233
1556.37, -0.351842
1556.37, -0.352452
1556.37, -0.353063
1556.37, -0.353675
1556.37, -0.354287
1556.37, -0.354901
1556.37, -0.355515
1556.37, -0.356129
1556.37, -0.356745
1556.37, -0.357361
1556.37, -0.357979
1556.37, -0.358597
1556.37, -0.359215
1556.37, -0.359835
1556.37, -0.360455
1556.36, -0.361077
1556.36, -0.361699
1556.36, -0.362321
1556.36, -0.362945
1556.36, -0.363569
1556.36, -0.364194
1556.36, -0.36482
1556.36, -0.365447
1556.36, -0.366074
1556.36, -0.366702
1556.36, -0.367332
1556.36, -0.367961
1556.36, -0.368592
1556.36, -0.369223
1556.36, -0.369856
1556.36, -0.370489
1556.36, -0.371123
1556.36, -0.371757
1556.36, -0.372393
1556.36, -0.373029
1556.36, -0.373666
1556.36, -0.374304
1556.36, -0.374942
1556.36, -0.375582
1556.36, -0.376222
1556.35, -0.376863
1556.35, -0.377505
1556.35, -0.378147
1556.35, -0.378791
1556.35, -0.379435
1556.35, -0.38008
1556.35, -0.380726
1556.35, -0.381372
1556.35, -0.38202
1556.35, -0.382668
1556.35, -0.383317
1556.35, -0.383967
1556.35, -0.384617
1556.35, -0.385269
1556.35, -0.385921
1556.35, -0.386574
1556.35, -0.387228
1556.35, -0.387882
1556.35, -0.388538
1556.35, -0.389194
1556.35, -0.389851
1556.35, -0.390509
1556.35, -0.391167
1556.35, -0.391827
1556.35, -0.392487
1556.34, -0.393148
1556.34, -0.39381
1556.34, -0.394472
1556.34, -0.395136
1556.34, -0.3958
1556.34, -0.396465
1556.34, -0.397131
1556.34, -0.397798
1556.34, -0.398465
1556.34, -0.399133
1556.34, -0.399802
1556.34, -0.400472
1556.34, -0.401143
1556.34, -0.401815
1556.34, -0.402487
1556.34, -0.40316
1556.34, -0.403834
1556.34, -0.404509
1556.34, -0.405184
1556.34, -0.40586
1556.34, -0.406538
1556.34, -0.407215
1556.34, -0.407894
1556.34, -0.408574
1556.33, -0.409254
1556.33, -0.409935
1556.33, -0.410617
1556.33, -0.4113
1556.33, -0.411984
1556.33, -0.412668
1556.33, -0.413353
1556.33, -0.414039
1556.33, -0.414726
1556.33, -0.415414
1556.33, -0.416102
1556.33, -0.416791
1556.33, -0.417481
1556.33, -0.418172
1556.33, -0.418864
1556.33, -0.419556
1556.33, -0.42025
1556.33, -0.420944
1556.33, -0.421639
1556.33, -0.422334
1556.33, -0.423031
1556.33, -0.423728
1556.33, -0.424426
1556.33, -0.425125
1556.33, -0.425825
1556.32, -0.426525
1556.32, -0.427227
1556.32, -0.427929
1556.32, -0.428632
1556.32, -0.429335
1556.32, -0.43004
1556.32, -0.430745
1556.32, -0.431451
1556.32, -0.432158
1556.32, -0.432866
1556.32, -0.433575
1556.32, -0.434284
1556.32, -0.434994
1556.32, -0.435705
1556.32, -0.436417
1556.32, -0.437129
1556.32, -0.437843
1556.32, -0.438557
1556.32, -0.439272
1556.32, -0.439988
1556.32, -0.440704
1556.32, -0.441422
1556.32, -0.44214
1556.32, -0.442859
1556.32, -0.443578
1556.31, -0.444299
1556.31, -0.44502
1556.31, -0.445743
1556.31, -0.446466
1556.31, -0.447189
1556.31, -0.447914
1556.31, -0.448639
1556.31, -0.449365
1556.31, -0.450092
1556.31, -0.45082
1556.31, -0.451548
1556.31, -0.452278
1556.31, -0.453008
1556.31, -0.453739
1556.31, -0.454471
1556.31, -0.455203
1556.31, -0.455936
1556.31, -0.45667
1556.31, -0.457405
1556.31, -0.458141
1556.31, -0.458877
1556.31, -0.459615
1556.31, -0.460353
1556.31, -0.461091
1556.31, -0.461831
1556.3, -0.462571
1556.3, -0.463312
1556.3, -0.464054
1556.3, -0.464797
1556.3, -0.465541
1556.3, -0.466285
1556.3, -0.46703
1556.3, -0.467776
1556.3, -0.468523
1556.3, -0.46927
1556.3, -0.470018
1556.3, -0.470767
1556.3, -0.471517
1556.3, -0.472268
1556.3, -0.473019
1556.3, -0.473771
1556.3, -0.474524
1556.3, -0.475277
1556.3, -0.476032
1556.3, -0.476787
1556.3, -0.477543
1556.3, -0.4783
1556.3, -0.479057
1556.3, -0.479816
1556.3, -0.480575
1556.29, -0.481335
1556.29, -0.482095
1556.29, -0.482856
1556.29, -0.483619
1556.29, -0.484381
1556.29, -0.485145
1556.29, -0.48591
1556.29, -0.486675
1556.29, -0.487441
1556.29, -0.488207
1556.29, -0.488975
1556.29, -0.489743
1556.29, -0.490512
1556.29, -0.491282
1556.29, -0.492052
1556.29, -0.492823
1556.29, -0.493595
1556.29, -0.494368
1556.29, -0.495142
1556.29, -0.495916
1556.29, -0.496691
1556.29, -0.497467
1556.29, -0.498243
1556.29, -0.49902
1556.28, -0.499798
1556.28, -0.500577
1556.28, -0.501357
1556.28, -0.502137
1556.28, -0.502918
1556.28, -0.503699
1556.28, -0.504482
1556.28, -0.505265
1556.28, -0.506049
1556.28, -0.506833
1556.28, -0.507619
1556.28, -0.508405
1556.28, -0.509192
1556.28, -0.509979
1556.28, -0.510767
1556.28, -0.511556
1556.28, -0.512346
1556.28, -0.513137
1556.28, -0.513928
1556.28, -0.51472
1556.28, -0.515512
1556.28, -0.516306
1556.28, -0.5171
1556.28, -0.517894
1556.28, -0.51869
1556.27, -0.519486
1556.27, -0.520283
1556.27, -0.521081
1556.27, -0.521879
1556.27, -0.522678
1556.27, -0.523478
1556.27, -0.524278
1556.27, -0.525079
1556.27, -0.525881
1556.27, -0.526683
1556.27, -0.527487
1556.27, -0.528291
1556.27, -0.529095
1556.27, -0.5299
1556.27, -0.530706
1556.27, -0.531513
1556.27, -0.53232
1556.27, -0.533128
1556.27, -0.533937
1556.27, -0.534747
1556.27, -0.535557
1556.27, -0.536367
1556.27, -0.537179
1556.27, -0.537991
1556.27, -0.538804
1556.26, -0.539617
1556.26, -0.540431
1556.26, -0.541246
1556.26, -0.542062
1556.26, -0.542878
1556.26, -0.543694
1556.26, -0.544512
1556.26, -0.54533
1556.26, -0.546149
1556.26, -0.546968
1556.26, -0.547788
1556.26, -0.548609
1556.26, -0.54943
1556.26, -0.550252
1556.26, -0.551075
1556.26, -0.551898
1556.26, -0.552722
1556.26, -0.553546
1556.26, -0.554372
1556.26, -0.555197
1556.26, -0.556024
1556.26, -0.556851
1556.26, -0.557679
1556.26, -0.558507
1556.26, -0.559336
1556.25, -0.560165
1556.25, -0.560996
1556.25, -0.561826
1556.25, -0.562658
1556.25, -0.56349
1556.25, -0.564322
1556.25, -0.565156
1556.25, -0.565989
1556.25, -0.566824
1556.25, -0.567659
1556.25, -0.568495
1556.25, -0.569331
1556.25, -0.570168
1556.25, -0.571005
1556.25, -0.571843
1556.25, -0.572681
1556.25, -0.573521
1556.25, -0.57436
1556.25, -0.575201
1556.25, -0.576041
1556.25, -0.576883
1556.25, -0.577725
1556.25, -0.578567
1556.25, -0.579411
1556.25, -0.580254
1556.24, -0.581099
1556.24, -0.581943
1556.24, -0.582789
1556.24, -0.583635
1556.24, -0.584481
1556.24, -0.585328
1556.24, -0.586176
1556.24, -0.587024
1556.24, -0.587872
1556.24, -0.588721
1556.24, -0.589571
1556.24, -0.590421
1556.24, -0.591272
1556.24, -0.592123
1556.24, -0.592975
1556.24, -0.593827
1556.24, -0.59468
1556.24, -0.595533
1556.24, -0.596387
1556.24, -0.597241
1556.24, -0.598096
1556.24, -0.598952
1556.24, -0.599807
1556.24, -0.600664
1556.23, -0.60152
1556.23, -0.602378
1556.23, -0.603235
1556.23, -0.604094
1556.23, -0.604952
1556.23, -0.605811
1556.23, -0.606671
1556.23, -0.607531
1556.23, -0.608392
1556.23, -0.609253
1556.23, -0.610114
1556.23, -0.610976
1556.23, -0.611838
1556.23, -0.612701
1556.23, -0.613564
1556.23, -0.614428
1556.23, -0.615292
1556.23, -0.616157
1556.23, -0.617022
1556.23, -0.617887
1556.23, -0.618753
1556.23, -0.619619
1556.23, -0.620486
1556.23, -0.621353
1556.23, -0.62222
1556.22, -0.623088
1556.22, -0.623957
1556.22, -0.624825
1556.22, -0.625694
1556.22, -0.626564
1556.22, -0.627434
1556.22, -0.628304
1556.22, -0.629174
1556.22, -0.630045
1556.22, -0.630917
1556.22, -0.631788
1556.22, -0.63266
1556.22, -0.633533
1556.22, -0.634405
1556.22, -0.635279
1556.22, -0.636152
1556.22, -0.637026
1556.22, -0.6379
1556.22, -0.638774
1556.22, -0.639649
1556.22, -0.640524
1556.22, -0.6414
1556.22, -0.642276
1556.22, -0.643152
1556.22, -0.644028
1556.21, -0.644905
1556.21, -0.645782
1556.21, -0.646659
1556.21, -0.647536
1556.21, -0.648414
1556.21, -0.649292
1556.21, -0.650171
1556.21, -0.65105
1556.21, -0.651929
1556.21, -0.652808
1556.21, -0.653687
1556.21, -0.654567
1556.21, -0.655447
1556.21, -0.656327
1556.21, -0.657208
1556.21, -0.658089
1556.21, -0.658969
1556.21, -0.659851
1556.21, -0.660732
1556.21, -0.661614
1556.21, -0.662496
1556.21, -0.663378
1556.21, -0.66426
1556.21, -0.665142
1556.21, -0.666025
1556.2, -0.666908
1556.2, -0.667791
1556.2, -0.668674
1556.2, -0.669558
1556.2, -0.670441
1556.2, -0.671325
1556.2, -0.672209
1556.2, -0.673093
1556.2, -0.673977
1556.2, -0.674862
1556.2, -0.675746
1556.2, -0.676631
1556.2, -0.677516
1556.2, -0.678401
1556.2, -0.679286
1556.2, -0.680171
1556.2, -0.681056
1556.2, -0.681942
1556.2, -0.682827
1556.2, -0.683713
1556.2, -0.684599
1556.2, -0.685484
1556.2, -0.68637
1556.2, -0.687256
1556.2, -0.688142
1556.19, -0.689028
1556.19, -0.689914
1556.19, -0.690801
1556.19, -0.691687
1556.19, -0.692573
1556.19, -0.69346
1556.19, -0.694346
1556.19, -0.695232
1556.19, -0.696119
1556.19, -0.697005
1556.19, -0.697892
1556.19, -0.698778
1556.19, -0.699665
1556.19, -0.700551
1556.19, -0.701438
1556.19, -0.702324
1556.19, -0.703211
1556.19, -0.704097
1556.19, -0.704983
1556.19, -0.70587
1556.19, -0.706756
1556.19, -0.707642
1556.19, -0.708528
1556.19, -0.709415
1556.18, -0.710301
1556.18, -0.711187
1556.18, -0.712073
1556.18, -0.712958
1556.18, -0.713844
1556.18, -0.71473
1556.18, -0.715615
1556.18, -0.716501
1556.18, -0.717386
1556.18, -0.718271
1556.18, -0.719156
1556.18, -0.720041
1556.18, -0.720926
1556.18, -0.721811
1556.18, -0.722695
1556.18, -0.72358
1556.18, -0.724464
1556.18, -0.725348
1556.18, -0.726232
1556.18, -0.727115
1556.18, -0.727999
1556.18, -0.728882
1556.18, -0.729765
1556.18, -0.730648
1556.18, -0.731531
1556.17, -0.732413
1556.17, -0.733296
1556.17, -0.734177
1556.17, -0.735059
1556.17, -0.735941
1556.17, -0.736822
1556.17, -0.737703
1556.17, -0.738584
1556.17, -0.739464
1556.17, -0.740344
1556.17, -0.741224
1556.17, -0.742104
1556.17, -0.742983
1556.17, -0.743862
1556.17, -0.744741
1556.17, -0.745619
1556.17, -0.746497
1556.17, -0.747375
1556.17, -0.748252
1556.17, -0.749129
1556.17, -0.750006
1556.17, -0.750882
1556.17, -0.751758
1556.17, -0.752634
1556.17, -0.753509
1556.16, -0.754384
1556.16, -0.755258
1556.16, -0.756132
1556.16, -0.757006
1556.16, -0.757879
1556.16, -0.758752
1556.16, -0.759624
1556.16, -0.760496
1556.16, -0.761367
1556.16, -0.762238
1556.16, -0.763109
1556.16, -0.763979
1556.16, -0.764848
1556.16, -0.765717
1556.16, -0.766586
1556.16, -0.767454
1556.16, -0.768322
1556.16, -0.769189
1556.16, -0.770056
1556.16, -0.770922
1556.16, -0.771787
1556.16, -0.772652
1556.16, -0.773517
1556.16, -0.774381
1556.16, -0.775244
1556.15, -0.776107
1556.15, -0.776969
1556.15, -0.77783
1556.15, -0.778691
1556.15, -0.779552
1556.15, -0.780412
1556.15, -0.781271
1556.15, -0.782129
1556.15, -0.782987
1556.15, -0.783845
1556.15, -0.784701
1556.15, -0.785557
1556.15, -0.786413
1556.15, -0.787268
1556.15, -0.788122
1556.15, -0.788975
1556.15, -0.789827
1556.15, -0.790679
1556.15, -0.791531
1556.15, -0.792381
1556.15, -0.793231
1556.15, -0.79408
1556.15, -0.794928
1556.15, -0.795776
1556.15, -0.796623
1556.14, -0.797469
1556.14, -0.798314
1556.14, -0.799159
1556.14, -0.800002
1556.14, -0.800845
1556.14, -0.801688
1556.14, -0.802529
1556.14, -0.803369
1556.14, -0.804209
1556.14, -0.805048
1556.14, -0.805886
1556.14, -0.806723
1556.14, -0.807559
1556.14, -0.808395
1556.14, -0.809229
1556.14, -0.810063
1556.14, -0.810896
1556.14, -0.811728
1556.14, -0.812559
1556.14, -0.813389
1556.14, -0.814218
1556.14, -0.815046
1556.14, -0.815873
1556.14, -0.8167
1556.13, -0.817525
1556.13, -0.818349
1556.13, -0.819173
1556.13, -0.819995
1556.13, -0.820817
1556.13, -0.821637
1556.13, -0.822456
1556.13, -0.823275
1556.13, -0.824092
1556.13, -0.824909
1556.13, -0.825724
1556.13, -0.826538
1556.13, -0.827351
1556.13, -0.828163
1556.13, -0.828975
1556.13, -0.829784
1556.13, -0.830593
1556.13, -0.831401
1556.13, -0.832208
1556.13, -0.833013
1556.13, -0.833818
1556.13, -0.834621
1556.13, -0.835423
1556.13, -0.836224
1556.13, -0.837024
1556.12, -0.837823
1556.12, -0.83862
1556.12, -0.839416
1556.12, -0.840211
1556.12, -0.841005
1556.12, -0.841798
1556.12, -0.842589
1556.12, -0.84338
1556.12, -0.844169
1556.12, -0.844956
1556.12, -0.845743
1556.12, -0.846528
1556.12, -0.847312
1556.12, -0.848095
1556.12, -0.848876
1556.12, -0.849656
1556.12, -0.850435
1556.12, -0.851212
1556.12, -0.851988
1556.12, -0.852763
1556.12, -0.853536
1556.12, -0.854308
1556.12, -0.855079
1556.12, -0.855848
1556.12, -0.856616
1556.11, -0.857383
1556.11, -0.858148
1556.11, -0.858912
1556.11, -0.859674
1556.11, -0.860435
1556.11, -0.861194
1556.11, -0.861952
1556.11, -0.862709
1556.11, -0.863464
1556.11, -0.864217
1556.11, -0.86497
1556.11, -0.86572
1556.11, -0.866469
1556.11, -0.867217
1556.11, -0.867963
1556.11, -0.868708
1556.11, -0.869451
1556.11, -0.870192
1556.11, -0.870932
1556.11, -0.871671
1556.11, -0.872408
1556.11, -0.873143
1556.11, -0.873877
1556.11, -0.874609
1556.11, -0.875339
1556.1, -0.876068
1556.1, -0.876795
1556.1, -0.877521
1556.1, -0.878245
1556.1, -0.878967
1556.1, -0.879688
1556.1, -0.880407
1556.1, -0.881124
1556.1, -0.88184
1556.1, -0.882554
1556.1, -0.883266
1556.1, -0.883977
1556.1, -0.884685
1556.1, -0.885393
1556.1, -0.886098
1556.1, -0.886801
1556.1, -0.887503
1556.1, -0.888203
1556.1, -0.888902
1556.1, -0.889598
1556.1, -0.890293
1556.1, -0.890986
1556.1, -0.891677
1556.1, -0.892366
1556.1, -0.893054
1556.09, -0.893739
1556.09, -0.894423
1556.09, -0.895105
1556.09, -0.895785
