ONA_1:input 1/mode 1/transmission: Abs(TE transmission) vs wavelength

wavelength(nm), Abs(TE transmission)
1549.11, 0.191865
1549.11, 0.191896
1549.11, 0.191927
1549.11, 0.191958
1549.11, 0.191989
1549.11, 0.192019
1549.11, 0.19205
1549.11, 0.192081
1549.11, 0.192112
1549.11, 0.192143
1549.11, 0.192174
1549.11, 0.192205
1549.11, 0.192236
1549.11, 0.192268
1549.11, 0.192299
1549.11, 0.19233
1549.11, 0.192361
1549.11, 0.192392
1549.1, 0.192423
1549.1, 0.192454
1549.1, 0.192485
1549.1, 0.192517
1549.1, 0.192548
1549.1, 0.192579
1549.1, 0.19261
1549.1, 0.192642
1549.1, 0.192673
1549.1, 0.192704
1549.1, 0.192735
1549.1, 0.192767
1549.1, 0.192798
1549.1, 0.192829
1549.1, 0.192861
1549.1, 0.192892
1549.1, 0.192924
1549.1, 0.192955
1549.1, 0.192986
1549.1, 0.193018
1549.1, 0.193049
1549.1, 0.193081
1549.1, 0.193112
1549.1, 0.193144
1549.1, 0.193175
1549.09, 0.193207
1549.09, 0.193238
1549.09, 0.19327
1549.09, 0.193302
1549.09, 0.193333
1549.09, 0.193365
1549.09, 0.193397
1549.09, 0.193428
1549.09, 0.19346
1549.09, 0.193492
1549.09, 0.193523
1549.09, 0.193555
1549.09, 0.193587
1549.09, 0.193619
1549.09, 0.19365
1549.09, 0.193682
1549.09, 0.193714
1549.09, 0.193746
1549.09, 0.193778
1549.09, 0.193809
1549.09, 0.193841
1549.09, 0.193873
1549.09, 0.193905
1549.09, 0.193937
1549.09, 0.193969
1549.08, 0.194001
1549.08, 0.194033
1549.08, 0.194065
1549.08, 0.194097
1549.08, 0.194129
1549.08, 0.194161
1549.08, 0.194193
1549.08, 0.194225
1549.08, 0.194257
1549.08, 0.194289
1549.08, 0.194322
1549.08, 0.194354
1549.08, 0.194386
1549.08, 0.194418
1549.08, 0.19445
1549.08, 0.194482
1549.08, 0.194515
1549.08, 0.194547
1549.08, 0.194579
1549.08, 0.194612
1549.08, 0.194644
1549.08, 0.194676
1549.08, 0.194708
1549.08, 0.194741
1549.08, 0.194773
1549.07, 0.194806
1549.07, 0.194838
1549.07, 0.19487
1549.07, 0.194903
1549.07, 0.194935
1549.07, 0.194968
1549.07, 0.195
1549.07, 0.195033
1549.07, 0.195065
1549.07, 0.195098
1549.07, 0.19513
1549.07, 0.195163
1549.07, 0.195195
1549.07, 0.195228
1549.07, 0.195261
1549.07, 0.195293
1549.07, 0.195326
1549.07, 0.195359
1549.07, 0.195391
1549.07, 0.195424
1549.07, 0.195457
1549.07, 0.19549
1549.07, 0.195522
1549.07, 0.195555
1549.07, 0.195588
1549.06, 0.195621
1549.06, 0.195654
1549.06, 0.195686
1549.06, 0.195719
1549.06, 0.195752
1549.06, 0.195785
1549.06, 0.195818
1549.06, 0.195851
1549.06, 0.195884
1549.06, 0.195917
1549.06, 0.19595
1549.06, 0.195983
1549.06, 0.196016
1549.06, 0.196049
1549.06, 0.196082
1549.06, 0.196115
1549.06, 0.196148
1549.06, 0.196181
1549.06, 0.196214
1549.06, 0.196247
1549.06, 0.196281
1549.06, 0.196314
1549.06, 0.196347
1549.06, 0.19638
1549.06, 0.196413
1549.05, 0.196447
1549.05, 0.19648
1549.05, 0.196513
1549.05, 0.196546
1549.05, 0.19658
1549.05, 0.196613
1549.05, 0.196646
1549.05, 0.19668
1549.05, 0.196713
1549.05, 0.196747
1549.05, 0.19678
1549.05, 0.196813
1549.05, 0.196847
1549.05, 0.19688
1549.05, 0.196914
1549.05, 0.196947
1549.05, 0.196981
1549.05, 0.197014
1549.05, 0.197048
1549.05, 0.197082
1549.05, 0.197115
1549.05, 0.197149
1549.05, 0.197182
1549.05, 0.197216
1549.05, 0.19725
1549.04, 0.197283
1549.04, 0.197317
1549.04, 0.197351
1549.04, 0.197385
1549.04, 0.197418
1549.04, 0.197452
1549.04, 0.197486
1549.04, 0.19752
1549.04, 0.197554
1549.04, 0.197587
1549.04, 0.197621
1549.04, 0.197655
1549.04, 0.197689
1549.04, 0.197723
1549.04, 0.197757
1549.04, 0.197791
1549.04, 0.197825
1549.04, 0.197859
1549.04, 0.197893
1549.04, 0.197927
1549.04, 0.197961
1549.04, 0.197995
1549.04, 0.198029
1549.04, 0.198063
1549.04, 0.198097
1549.04, 0.198131
1549.03, 0.198166
1549.03, 0.1982
1549.03, 0.198234
1549.03, 0.198268
1549.03, 0.198302
1549.03, 0.198337
1549.03, 0.198371
1549.03, 0.198405
1549.03, 0.198439
1549.03, 0.198474
1549.03, 0.198508
1549.03, 0.198542
1549.03, 0.198577
1549.03, 0.198611
1549.03, 0.198646
1549.03, 0.19868
1549.03, 0.198714
1549.03, 0.198749
1549.03, 0.198783
1549.03, 0.198818
1549.03, 0.198852
1549.03, 0.198887
1549.03, 0.198921
1549.03, 0.198956
1549.03, 0.198991
1549.02, 0.199025
1549.02, 0.19906
1549.02, 0.199094
1549.02, 0.199129
1549.02, 0.199164
1549.02, 0.199199
1549.02, 0.199233
1549.02, 0.199268
1549.02, 0.199303
1549.02, 0.199337
1549.02, 0.199372
1549.02, 0.199407
1549.02, 0.199442
1549.02, 0.199477
1549.02, 0.199512
1549.02, 0.199546
1549.02, 0.199581
1549.02, 0.199616
1549.02, 0.199651
1549.02, 0.199686
1549.02, 0.199721
1549.02, 0.199756
1549.02, 0.199791
1549.02, 0.199826
1549.02, 0.199861
1549.01, 0.199896
1549.01, 0.199931
1549.01, 0.199967
1549.01, 0.200002
1549.01, 0.200037
1549.01, 0.200072
1549.01, 0.200107
1549.01, 0.200142
1549.01, 0.200178
1549.01, 0.200213
1549.01, 0.200248
1549.01, 0.200283
1549.01, 0.200319
1549.01, 0.200354
1549.01, 0.200389
1549.01, 0.200425
1549.01, 0.20046
1549.01, 0.200495
1549.01, 0.200531
1549.01, 0.200566
1549.01, 0.200602
1549.01, 0.200637
1549.01, 0.200673
1549.01, 0.200708
1549.01, 0.200744
1549, 0.200779
1549, 0.200815
1549, 0.20085
1549, 0.200886
1549, 0.200921
1549, 0.200957
1549, 0.200993
1549, 0.201028
1549, 0.201064
1549, 0.2011
1549, 0.201135
1549, 0.201171
1549, 0.201207
1549, 0.201243
1549, 0.201279
1549, 0.201314
1549, 0.20135
1549, 0.201386
1549, 0.201422
1549, 0.201458
1549, 0.201494
1549, 0.20153
1549, 0.201566
1549, 0.201602
1549, 0.201638
1548.99, 0.201674
1548.99, 0.20171
1548.99, 0.201746
1548.99, 0.201782
1548.99, 0.201818
1548.99, 0.201854
1548.99, 0.20189
1548.99, 0.201926
1548.99, 0.201962
1548.99, 0.201999
1548.99, 0.202035
1548.99, 0.202071
1548.99, 0.202107
1548.99, 0.202144
1548.99, 0.20218
1548.99, 0.202216
1548.99, 0.202252
1548.99, 0.202289
1548.99, 0.202325
1548.99, 0.202362
1548.99, 0.202398
1548.99, 0.202434
1548.99, 0.202471
1548.99, 0.202507
1548.99, 0.202544
1548.98, 0.20258
1548.98, 0.202617
1548.98, 0.202653
1548.98, 0.20269
1548.98, 0.202726
1548.98, 0.202763
1548.98, 0.2028
1548.98, 0.202836
1548.98, 0.202873
1548.98, 0.20291
1548.98, 0.202946
1548.98, 0.202983
1548.98, 0.20302
1548.98, 0.203056
1548.98, 0.203093
1548.98, 0.20313
1548.98, 0.203167
1548.98, 0.203204
1548.98, 0.203241
1548.98, 0.203277
1548.98, 0.203314
1548.98, 0.203351
1548.98, 0.203388
1548.98, 0.203425
1548.98, 0.203462
1548.97, 0.203499
1548.97, 0.203536
1548.97, 0.203573
1548.97, 0.20361
1548.97, 0.203647
1548.97, 0.203684
1548.97, 0.203721
1548.97, 0.203758
1548.97, 0.203796
1548.97, 0.203833
1548.97, 0.20387
1548.97, 0.203907
1548.97, 0.203944
1548.97, 0.203982
1548.97, 0.204019
1548.97, 0.204056
1548.97, 0.204094
1548.97, 0.204131
1548.97, 0.204168
1548.97, 0.204206
1548.97, 0.204243
1548.97, 0.20428
1548.97, 0.204318
1548.97, 0.204355
1548.97, 0.204393
1548.96, 0.20443
1548.96, 0.204468
1548.96, 0.204505
1548.96, 0.204543
1548.96, 0.20458
1548.96, 0.204618
1548.96, 0.204656
1548.96, 0.204693
1548.96, 0.204731
1548.96, 0.204769
1548.96, 0.204806
1548.96, 0.204844
1548.96, 0.204882
1548.96, 0.204919
1548.96, 0.204957
1548.96, 0.204995
1548.96, 0.205033
1548.96, 0.205071
1548.96, 0.205108
1548.96, 0.205146
1548.96, 0.205184
1548.96, 0.205222
1548.96, 0.20526
1548.96, 0.205298
1548.96, 0.205336
1548.95, 0.205374
1548.95, 0.205412
1548.95, 0.20545
1548.95, 0.205488
1548.95, 0.205526
1548.95, 0.205564
1548.95, 0.205602
1548.95, 0.205641
1548.95, 0.205679
1548.95, 0.205717
1548.95, 0.205755
1548.95, 0.205793
1548.95, 0.205832
1548.95, 0.20587
1548.95, 0.205908
1548.95, 0.205946
1548.95, 0.205985
1548.95, 0.206023
1548.95, 0.206061
1548.95, 0.2061
1548.95, 0.206138
1548.95, 0.206177
1548.95, 0.206215
1548.95, 0.206254
1548.95, 0.206292
1548.94, 0.206331
1548.94, 0.206369
1548.94, 0.206408
1548.94, 0.206446
1548.94, 0.206485
1548.94, 0.206523
1548.94, 0.206562
1548.94, 0.206601
1548.94, 0.206639
1548.94, 0.206678
1548.94, 0.206717
1548.94, 0.206756
1548.94, 0.206794
1548.94, 0.206833
1548.94, 0.206872
1548.94, 0.206911
1548.94, 0.20695
1548.94, 0.206989
1548.94, 0.207027
1548.94, 0.207066
1548.94, 0.207105
1548.94, 0.207144
1548.94, 0.207183
1548.94, 0.207222
1548.94, 0.207261
1548.93, 0.2073
1548.93, 0.207339
1548.93, 0.207378
1548.93, 0.207417
1548.93, 0.207457
1548.93, 0.207496
1548.93, 0.207535
1548.93, 0.207574
1548.93, 0.207613
1548.93, 0.207653
1548.93, 0.207692
1548.93, 0.207731
1548.93, 0.20777
1548.93, 0.20781
1548.93, 0.207849
1548.93, 0.207888
1548.93, 0.207928
1548.93, 0.207967
1548.93, 0.208007
1548.93, 0.208046
1548.93, 0.208085
1548.93, 0.208125
1548.93, 0.208164
1548.93, 0.208204
1548.93, 0.208244
1548.92, 0.208283
1548.92, 0.208323
1548.92, 0.208362
1548.92, 0.208402
1548.92, 0.208442
1548.92, 0.208481
1548.92, 0.208521
1548.92, 0.208561
1548.92, 0.2086
1548.92, 0.20864
1548.92, 0.20868
1548.92, 0.20872
1548.92, 0.20876
1548.92, 0.2088
1548.92, 0.208839
1548.92, 0.208879
1548.92, 0.208919
1548.92, 0.208959
1548.92, 0.208999
1548.92, 0.209039
1548.92, 0.209079
1548.92, 0.209119
1548.92, 0.209159
1548.92, 0.209199
1548.92, 0.209239
1548.91, 0.209279
1548.91, 0.20932
1548.91, 0.20936
1548.91, 0.2094
1548.91, 0.20944
1548.91, 0.20948
1548.91, 0.209521
1548.91, 0.209561
1548.91, 0.209601
1548.91, 0.209641
1548.91, 0.209682
1548.91, 0.209722
1548.91, 0.209763
1548.91, 0.209803
1548.91, 0.209843
1548.91, 0.209884
1548.91, 0.209924
1548.91, 0.209965
1548.91, 0.210005
1548.91, 0.210046
1548.91, 0.210086
1548.91, 0.210127
1548.91, 0.210168
1548.91, 0.210208
1548.91, 0.210249
1548.9, 0.210289
1548.9, 0.21033
1548.9, 0.210371
1548.9, 0.210412
1548.9, 0.210452
1548.9, 0.210493
1548.9, 0.210534
1548.9, 0.210575
1548.9, 0.210616
1548.9, 0.210656
1548.9, 0.210697
1548.9, 0.210738
1548.9, 0.210779
1548.9, 0.21082
1548.9, 0.210861
1548.9, 0.210902
1548.9, 0.210943
1548.9, 0.210984
1548.9, 0.211025
1548.9, 0.211066
1548.9, 0.211107
1548.9, 0.211149
1548.9, 0.21119
1548.9, 0.211231
1548.9, 0.211272
1548.89, 0.211313
1548.89, 0.211355
1548.89, 0.211396
1548.89, 0.211437
1548.89, 0.211479
1548.89, 0.21152
1548.89, 0.211561
1548.89, 0.211603
1548.89, 0.211644
1548.89, 0.211685
1548.89, 0.211727
1548.89, 0.211768
1548.89, 0.21181
1548.89, 0.211851
1548.89, 0.211893
1548.89, 0.211935
1548.89, 0.211976
1548.89, 0.212018
1548.89, 0.212059
1548.89, 0.212101
1548.89, 0.212143
1548.89, 0.212184
1548.89, 0.212226
1548.89, 0.212268
1548.89, 0.21231
1548.88, 0.212352
1548.88, 0.212393
1548.88, 0.212435
1548.88, 0.212477
1548.88, 0.212519
1548.88, 0.212561
1548.88, 0.212603
1548.88, 0.212645
1548.88, 0.212687
1548.88, 0.212729
1548.88, 0.212771
1548.88, 0.212813
1548.88, 0.212855
1548.88, 0.212897
1548.88, 0.212939
1548.88, 0.212981
1548.88, 0.213023
1548.88, 0.213066
1548.88, 0.213108
1548.88, 0.21315
1548.88, 0.213192
1548.88, 0.213235
1548.88, 0.213277
1548.88, 0.213319
1548.88, 0.213362
1548.87, 0.213404
1548.87, 0.213446
1548.87, 0.213489
1548.87, 0.213531
1548.87, 0.213574
1548.87, 0.213616
1548.87, 0.213659
1548.87, 0.213701
1548.87, 0.213744
1548.87, 0.213786
1548.87, 0.213829
1548.87, 0.213872
1548.87, 0.213914
1548.87, 0.213957
1548.87, 0.214
1548.87, 0.214043
1548.87, 0.214085
1548.87, 0.214128
1548.87, 0.214171
1548.87, 0.214214
1548.87, 0.214257
1548.87, 0.214299
1548.87, 0.214342
1548.87, 0.214385
1548.87, 0.214428
1548.86, 0.214471
1548.86, 0.214514
1548.86, 0.214557
1548.86, 0.2146
1548.86, 0.214643
1548.86, 0.214686
1548.86, 0.214729
1548.86, 0.214773
1548.86, 0.214816
1548.86, 0.214859
1548.86, 0.214902
1548.86, 0.214945
1548.86, 0.214989
1548.86, 0.215032
1548.86, 0.215075
1548.86, 0.215119
1548.86, 0.215162
1548.86, 0.215205
1548.86, 0.215249
1548.86, 0.215292
1548.86, 0.215336
1548.86, 0.215379
1548.86, 0.215423
1548.86, 0.215466
1548.86, 0.21551
1548.85, 0.215553
1548.85, 0.215597
1548.85, 0.21564
1548.85, 0.215684
1548.85, 0.215728
1548.85, 0.215771
1548.85, 0.215815
1548.85, 0.215859
1548.85, 0.215903
1548.85, 0.215946
1548.85, 0.21599
1548.85, 0.216034
1548.85, 0.216078
1548.85, 0.216122
1548.85, 0.216166
1548.85, 0.21621
1548.85, 0.216254
1548.85, 0.216298
1548.85, 0.216342
1548.85, 0.216386
1548.85, 0.21643
1548.85, 0.216474
1548.85, 0.216518
1548.85, 0.216562
1548.85, 0.216606
1548.84, 0.21665
1548.84, 0.216695
1548.84, 0.216739
1548.84, 0.216783
1548.84, 0.216827
1548.84, 0.216872
1548.84, 0.216916
1548.84, 0.21696
1548.84, 0.217005
1548.84, 0.217049
1548.84, 0.217094
1548.84, 0.217138
1548.84, 0.217183
1548.84, 0.217227
1548.84, 0.217272
1548.84, 0.217316
1548.84, 0.217361
1548.84, 0.217405
1548.84, 0.21745
1548.84, 0.217495
1548.84, 0.217539
1548.84, 0.217584
1548.84, 0.217629
1548.84, 0.217674
1548.84, 0.217718
1548.83, 0.217763
1548.83, 0.217808
1548.83, 0.217853
1548.83, 0.217898
1548.83, 0.217943
1548.83, 0.217988
1548.83, 0.218032
1548.83, 0.218077
1548.83, 0.218122
1548.83, 0.218168
1548.83, 0.218213
1548.83, 0.218258
1548.83, 0.218303
1548.83, 0.218348
1548.83, 0.218393
1548.83, 0.218438
1548.83, 0.218483
1548.83, 0.218529
1548.83, 0.218574
1548.83, 0.218619
1548.83, 0.218665
1548.83, 0.21871
1548.83, 0.218755
1548.83, 0.218801
1548.83, 0.218846
1548.82, 0.218891
1548.82, 0.218937
1548.82, 0.218982
1548.82, 0.219028
1548.82, 0.219073
1548.82, 0.219119
1548.82, 0.219165
1548.82, 0.21921
1548.82, 0.219256
1548.82, 0.219302
1548.82, 0.219347
1548.82, 0.219393
1548.82, 0.219439
1548.82, 0.219485
1548.82, 0.21953
1548.82, 0.219576
1548.82, 0.219622
1548.82, 0.219668
1548.82, 0.219714
1548.82, 0.21976
1548.82, 0.219806
1548.82, 0.219852
1548.82, 0.219898
1548.82, 0.219944
1548.82, 0.21999
1548.81, 0.220036
1548.81, 0.220082
1548.81, 0.220128
1548.81, 0.220174
1548.81, 0.22022
1548.81, 0.220267
1548.81, 0.220313
1548.81, 0.220359
1548.81, 0.220405
1548.81, 0.220452
1548.81, 0.220498
1548.81, 0.220544
1548.81, 0.220591
1548.81, 0.220637
1548.81, 0.220684
1548.81, 0.22073
1548.81, 0.220777
1548.81, 0.220823
1548.81, 0.22087
1548.81, 0.220916
1548.81, 0.220963
1548.81, 0.22101
1548.81, 0.221056
1548.81, 0.221103
1548.81, 0.22115
1548.8, 0.221196
1548.8, 0.221243
1548.8, 0.22129
1548.8, 0.221337
1548.8, 0.221384
1548.8, 0.221431
1548.8, 0.221477
1548.8, 0.221524
1548.8, 0.221571
1548.8, 0.221618
1548.8, 0.221665
1548.8, 0.221712
1548.8, 0.221759
1548.8, 0.221806
1548.8, 0.221854
1548.8, 0.221901
1548.8, 0.221948
1548.8, 0.221995
1548.8, 0.222042
1548.8, 0.22209
1548.8, 0.222137
1548.8, 0.222184
1548.8, 0.222231
1548.8, 0.222279
1548.8, 0.222326
1548.79, 0.222374
1548.79, 0.222421
1548.79, 0.222469
1548.79, 0.222516
1548.79, 0.222564
1548.79, 0.222611
1548.79, 0.222659
1548.79, 0.222706
1548.79, 0.222754
1548.79, 0.222802
1548.79, 0.222849
1548.79, 0.222897
1548.79, 0.222945
1548.79, 0.222992
1548.79, 0.22304
1548.79, 0.223088
1548.79, 0.223136
1548.79, 0.223184
1548.79, 0.223232
1548.79, 0.22328
1548.79, 0.223328
1548.79, 0.223375
1548.79, 0.223423
1548.79, 0.223472
1548.79, 0.22352
1548.78, 0.223568
1548.78, 0.223616
1548.78, 0.223664
1548.78, 0.223712
1548.78, 0.22376
1548.78, 0.223809
1548.78, 0.223857
1548.78, 0.223905
1548.78, 0.223953
1548.78, 0.224002
1548.78, 0.22405
1548.78, 0.224098
1548.78, 0.224147
1548.78, 0.224195
1548.78, 0.224244
1548.78, 0.224292
1548.78, 0.224341
1548.78, 0.224389
1548.78, 0.224438
1548.78, 0.224487
1548.78, 0.224535
1548.78, 0.224584
1548.78, 0.224633
1548.78, 0.224681
1548.78, 0.22473
1548.77, 0.224779
1548.77, 0.224828
1548.77, 0.224877
1548.77, 0.224925
1548.77, 0.224974
1548.77, 0.225023
1548.77, 0.225072
1548.77, 0.225121
1548.77, 0.22517
1548.77, 0.225219
1548.77, 0.225268
1548.77, 0.225317
1548.77, 0.225366
1548.77, 0.225416
1548.77, 0.225465
1548.77, 0.225514
1548.77, 0.225563
1548.77, 0.225613
1548.77, 0.225662
1548.77, 0.225711
1548.77, 0.22576
1548.77, 0.22581
1548.77, 0.225859
1548.77, 0.225909
1548.77, 0.225958
1548.76, 0.226008
1548.76, 0.226057
1548.76, 0.226107
1548.76, 0.226156
1548.76, 0.226206
1548.76, 0.226255
1548.76, 0.226305
1548.76, 0.226355
1548.76, 0.226405
1548.76, 0.226454
1548.76, 0.226504
1548.76, 0.226554
1548.76, 0.226604
1548.76, 0.226654
1548.76, 0.226703
1548.76, 0.226753
1548.76, 0.226803
1548.76, 0.226853
1548.76, 0.226903
1548.76, 0.226953
1548.76, 0.227003
1548.76, 0.227053
1548.76, 0.227104
1548.76, 0.227154
1548.76, 0.227204
1548.76, 0.227254
1548.75, 0.227304
1548.75, 0.227355
1548.75, 0.227405
1548.75, 0.227455
1548.75, 0.227506
1548.75, 0.227556
1548.75, 0.227606
1548.75, 0.227657
1548.75, 0.227707
1548.75, 0.227758
1548.75, 0.227808
1548.75, 0.227859
1548.75, 0.227909
1548.75, 0.22796
1548.75, 0.228011
1548.75, 0.228061
1548.75, 0.228112
1548.75, 0.228163
1548.75, 0.228214
1548.75, 0.228264
1548.75, 0.228315
1548.75, 0.228366
1548.75, 0.228417
1548.75, 0.228468
1548.75, 0.228519
1548.74, 0.22857
1548.74, 0.228621
1548.74, 0.228672
1548.74, 0.228723
1548.74, 0.228774
1548.74, 0.228825
1548.74, 0.228876
1548.74, 0.228927
1548.74, 0.228979
1548.74, 0.22903
1548.74, 0.229081
1548.74, 0.229132
1548.74, 0.229184
1548.74, 0.229235
1548.74, 0.229286
1548.74, 0.229338
1548.74, 0.229389
1548.74, 0.229441
1548.74, 0.229492
1548.74, 0.229544
1548.74, 0.229595
1548.74, 0.229647
1548.74, 0.229699
1548.74, 0.22975
1548.74, 0.229802
1548.73, 0.229854
1548.73, 0.229905
1548.73, 0.229957
1548.73, 0.230009
1548.73, 0.230061
1548.73, 0.230113
1548.73, 0.230165
1548.73, 0.230217
1548.73, 0.230269
1548.73, 0.230321
1548.73, 0.230373
1548.73, 0.230425
1548.73, 0.230477
1548.73, 0.230529
1548.73, 0.230581
1548.73, 0.230633
1548.73, 0.230685
1548.73, 0.230738
1548.73, 0.23079
1548.73, 0.230842
1548.73, 0.230894
1548.73, 0.230947
1548.73, 0.230999
1548.73, 0.231052
1548.73, 0.231104
1548.72, 0.231156
1548.72, 0.231209
1548.72, 0.231262
1548.72, 0.231314
1548.72, 0.231367
1548.72, 0.231419
1548.72, 0.231472
1548.72, 0.231525
1548.72, 0.231577
1548.72, 0.23163
1548.72, 0.231683
1548.72, 0.231736
1548.72, 0.231789
1548.72, 0.231841
1548.72, 0.231894
1548.72, 0.231947
1548.72, 0.232
1548.72, 0.232053
1548.72, 0.232106
1548.72, 0.232159
1548.72, 0.232212
1548.72, 0.232266
1548.72, 0.232319
1548.72, 0.232372
1548.72, 0.232425
1548.71, 0.232478
1548.71, 0.232532
1548.71, 0.232585
1548.71, 0.232638
1548.71, 0.232692
1548.71, 0.232745
1548.71, 0.232799
1548.71, 0.232852
1548.71, 0.232906
1548.71, 0.232959
1548.71, 0.233013
1548.71, 0.233066
1548.71, 0.23312
1548.71, 0.233174
1548.71, 0.233227
1548.71, 0.233281
1548.71, 0.233335
1548.71, 0.233389
1548.71, 0.233442
1548.71, 0.233496
1548.71, 0.23355
1548.71, 0.233604
1548.71, 0.233658
1548.71, 0.233712
1548.71, 0.233766
1548.7, 0.23382
1548.7, 0.233874
1548.7, 0.233928
1548.7, 0.233982
1548.7, 0.234036
1548.7, 0.234091
1548.7, 0.234145
1548.7, 0.234199
1548.7, 0.234253
1548.7, 0.234308
1548.7, 0.234362
1548.7, 0.234417
1548.7, 0.234471
1548.7, 0.234525
1548.7, 0.23458
1548.7, 0.234634
1548.7, 0.234689
1548.7, 0.234744
1548.7, 0.234798
1548.7, 0.234853
1548.7, 0.234908
1548.7, 0.234962
1548.7, 0.235017
1548.7, 0.235072
1548.7, 0.235127
1548.69, 0.235181
1548.69, 0.235236
1548.69, 0.235291
1548.69, 0.235346
1548.69, 0.235401
1548.69, 0.235456
1548.69, 0.235511
1548.69, 0.235566
1548.69, 0.235621
1548.69, 0.235677
1548.69, 0.235732
1548.69, 0.235787
1548.69, 0.235842
1548.69, 0.235897
1548.69, 0.235953
1548.69, 0.236008
1548.69, 0.236063
1548.69, 0.236119
1548.69, 0.236174
1548.69, 0.23623
1548.69, 0.236285
1548.69, 0.236341
1548.69, 0.236396
1548.69, 0.236452
1548.69, 0.236508
1548.68, 0.236563
1548.68, 0.236619
1548.68, 0.236675
1548.68, 0.23673
1548.68, 0.236786
1548.68, 0.236842
1548.68, 0.236898
1548.68, 0.236954
1548.68, 0.23701
1548.68, 0.237066
1548.68, 0.237122
1548.68, 0.237178
1548.68, 0.237234
1548.68, 0.23729
1548.68, 0.237346
1548.68, 0.237402
1548.68, 0.237458
1548.68, 0.237515
1548.68, 0.237571
1548.68, 0.237627
1548.68, 0.237684
1548.68, 0.23774
1548.68, 0.237796
1548.68, 0.237853
1548.68, 0.237909
1548.67, 0.237966
1548.67, 0.238022
1548.67, 0.238079
1548.67, 0.238136
1548.67, 0.238192
1548.67, 0.238249
1548.67, 0.238306
1548.67, 0.238362
1548.67, 0.238419
1548.67, 0.238476
1548.67, 0.238533
1548.67, 0.23859
1548.67, 0.238647
1548.67, 0.238703
1548.67, 0.23876
1548.67, 0.238817
1548.67, 0.238875
1548.67, 0.238932
1548.67, 0.238989
1548.67, 0.239046
1548.67, 0.239103
1548.67, 0.23916
1548.67, 0.239218
1548.67, 0.239275
1548.67, 0.239332
1548.66, 0.239389
1548.66, 0.239447
1548.66, 0.239504
1548.66, 0.239562
1548.66, 0.239619
1548.66, 0.239677
1548.66, 0.239734
1548.66, 0.239792
1548.66, 0.23985
1548.66, 0.239907
1548.66, 0.239965
1548.66, 0.240023
1548.66, 0.24008
1548.66, 0.240138
1548.66, 0.240196
1548.66, 0.240254
1548.66, 0.240312
1548.66, 0.24037
1548.66, 0.240428
1548.66, 0.240486
1548.66, 0.240544
1548.66, 0.240602
1548.66, 0.24066
1548.66, 0.240718
1548.66, 0.240777
1548.65, 0.240835
1548.65, 0.240893
1548.65, 0.240951
1548.65, 0.24101
1548.65, 0.241068
1548.65, 0.241126
1548.65, 0.241185
1548.65, 0.241243
1548.65, 0.241302
1548.65, 0.24136
1548.65, 0.241419
1548.65, 0.241478
1548.65, 0.241536
1548.65, 0.241595
1548.65, 0.241654
1548.65, 0.241712
1548.65, 0.241771
1548.65, 0.24183
1548.65, 0.241889
1548.65, 0.241948
1548.65, 0.242007
1548.65, 0.242066
1548.65, 0.242125
1548.65, 0.242184
1548.65, 0.242243
1548.64, 0.242302
1548.64, 0.242361
1548.64, 0.24242
1548.64, 0.24248
1548.64, 0.242539
1548.64, 0.242598
1548.64, 0.242657
1548.64, 0.242717
1548.64, 0.242776
1548.64, 0.242836
1548.64, 0.242895
1548.64, 0.242955
1548.64, 0.243014
1548.64, 0.243074
1548.64, 0.243133
1548.64, 0.243193
1548.64, 0.243253
1548.64, 0.243312
1548.64, 0.243372
1548.64, 0.243432
1548.64, 0.243492
1548.64, 0.243552
1548.64, 0.243612
1548.64, 0.243672
1548.64, 0.243732
1548.63, 0.243792
1548.63, 0.243852
1548.63, 0.243912
1548.63, 0.243972
1548.63, 0.244032
1548.63, 0.244092
1548.63, 0.244152
1548.63, 0.244213
1548.63, 0.244273
1548.63, 0.244333
1548.63, 0.244394
1548.63, 0.244454
1548.63, 0.244515
1548.63, 0.244575
1548.63, 0.244636
1548.63, 0.244696
1548.63, 0.244757
1548.63, 0.244818
1548.63, 0.244878
1548.63, 0.244939
1548.63, 0.245
1548.63, 0.245061
1548.63, 0.245121
1548.63, 0.245182
1548.63, 0.245243
1548.62, 0.245304
1548.62, 0.245365
1548.62, 0.245426
1548.62, 0.245487
1548.62, 0.245548
1548.62, 0.245609
1548.62, 0.245671
1548.62, 0.245732
1548.62, 0.245793
1548.62, 0.245854
1548.62, 0.245916
1548.62, 0.245977
1548.62, 0.246038
1548.62, 0.2461
1548.62, 0.246161
1548.62, 0.246223
1548.62, 0.246284
1548.62, 0.246346
1548.62, 0.246408
1548.62, 0.246469
1548.62, 0.246531
1548.62, 0.246593
1548.62, 0.246654
1548.62, 0.246716
1548.62, 0.246778
1548.61, 0.24684
1548.61, 0.246902
1548.61, 0.246964
1548.61, 0.247026
1548.61, 0.247088
1548.61, 0.24715
1548.61, 0.247212
1548.61, 0.247274
1548.61, 0.247336
1548.61, 0.247399
1548.61, 0.247461
1548.61, 0.247523
1548.61, 0.247586
1548.61, 0.247648
1548.61, 0.24771
1548.61, 0.247773
1548.61, 0.247835
1548.61, 0.247898
1548.61, 0.24796
1548.61, 0.248023
1548.61, 0.248086
1548.61, 0.248148
1548.61, 0.248211
1548.61, 0.248274
1548.61, 0.248337
1548.6, 0.2484
1548.6, 0.248462
