ONA_1:input 1/mode 1/transmission: Abs(TE transmission) vs wavelength

wavelength(nm), Abs(TE transmission)
1555.67, 0.245381
1555.67, 0.245436
1555.67, 0.245491
1555.67, 0.245547
1555.67, 0.245602
1555.67, 0.245658
1555.67, 0.245713
1555.67, 0.245769
1555.67, 0.245824
1555.67, 0.24588
1555.67, 0.245936
1555.67, 0.245991
1555.67, 0.246047
1555.67, 0.246103
1555.67, 0.246158
1555.66, 0.246214
1555.66, 0.24627
1555.66, 0.246326
1555.66, 0.246382
1555.66, 0.246438
1555.66, 0.246494
1555.66, 0.24655
1555.66, 0.246606
1555.66, 0.246662
1555.66, 0.246718
1555.66, 0.246774
1555.66, 0.24683
1555.66, 0.246886
1555.66, 0.246942
1555.66, 0.246999
1555.66, 0.247055
1555.66, 0.247111
1555.66, 0.247168
1555.66, 0.247224
1555.66, 0.24728
1555.66, 0.247337
1555.66, 0.247393
1555.66, 0.24745
1555.66, 0.247506
1555.65, 0.247563
1555.65, 0.24762
1555.65, 0.247676
1555.65, 0.247733
1555.65, 0.24779
1555.65, 0.247846
1555.65, 0.247903
1555.65, 0.24796
1555.65, 0.248017
1555.65, 0.248074
1555.65, 0.24813
1555.65, 0.248187
1555.65, 0.248244
1555.65, 0.248301
1555.65, 0.248358
1555.65, 0.248416
1555.65, 0.248473
1555.65, 0.24853
1555.65, 0.248587
1555.65, 0.248644
1555.65, 0.248701
1555.65, 0.248759
1555.65, 0.248816
1555.65, 0.248873
1555.65, 0.248931
1555.64, 0.248988
1555.64, 0.249046
1555.64, 0.249103
1555.64, 0.249161
1555.64, 0.249218
1555.64, 0.249276
1555.64, 0.249333
1555.64, 0.249391
1555.64, 0.249449
1555.64, 0.249506
1555.64, 0.249564
1555.64, 0.249622
1555.64, 0.24968
1555.64, 0.249737
1555.64, 0.249795
1555.64, 0.249853
1555.64, 0.249911
1555.64, 0.249969
1555.64, 0.250027
1555.64, 0.250085
1555.64, 0.250143
1555.64, 0.250201
1555.64, 0.25026
1555.64, 0.250318
1555.64, 0.250376
1555.63, 0.250434
1555.63, 0.250493
1555.63, 0.250551
1555.63, 0.250609
1555.63, 0.250668
1555.63, 0.250726
1555.63, 0.250785
1555.63, 0.250843
1555.63, 0.250902
1555.63, 0.25096
1555.63, 0.251019
1555.63, 0.251077
1555.63, 0.251136
1555.63, 0.251195
1555.63, 0.251254
1555.63, 0.251312
1555.63, 0.251371
1555.63, 0.25143
1555.63, 0.251489
1555.63, 0.251548
1555.63, 0.251607
1555.63, 0.251666
1555.63, 0.251725
1555.63, 0.251784
1555.63, 0.251843
1555.62, 0.251902
1555.62, 0.251961
1555.62, 0.25202
1555.62, 0.25208
1555.62, 0.252139
1555.62, 0.252198
1555.62, 0.252257
1555.62, 0.252317
1555.62, 0.252376
1555.62, 0.252436
1555.62, 0.252495
1555.62, 0.252555
1555.62, 0.252614
1555.62, 0.252674
1555.62, 0.252733
1555.62, 0.252793
1555.62, 0.252853
1555.62, 0.252912
1555.62, 0.252972
1555.62, 0.253032
1555.62, 0.253092
1555.62, 0.253152
1555.62, 0.253212
1555.62, 0.253272
1555.62, 0.253332
1555.61, 0.253392
1555.61, 0.253452
1555.61, 0.253512
1555.61, 0.253572
1555.61, 0.253632
1555.61, 0.253692
1555.61, 0.253752
1555.61, 0.253813
1555.61, 0.253873
1555.61, 0.253933
1555.61, 0.253994
1555.61, 0.254054
1555.61, 0.254114
1555.61, 0.254175
1555.61, 0.254235
1555.61, 0.254296
1555.61, 0.254357
1555.61, 0.254417
1555.61, 0.254478
1555.61, 0.254539
1555.61, 0.254599
1555.61, 0.25466
1555.61, 0.254721
1555.61, 0.254782
1555.6, 0.254843
1555.6, 0.254903
1555.6, 0.254964
1555.6, 0.255025
1555.6, 0.255086
1555.6, 0.255147
1555.6, 0.255208
1555.6, 0.25527
1555.6, 0.255331
1555.6, 0.255392
1555.6, 0.255453
1555.6, 0.255514
1555.6, 0.255576
1555.6, 0.255637
1555.6, 0.255699
1555.6, 0.25576
1555.6, 0.255821
1555.6, 0.255883
1555.6, 0.255944
1555.6, 0.256006
1555.6, 0.256068
1555.6, 0.256129
1555.6, 0.256191
1555.6, 0.256253
1555.6, 0.256314
1555.59, 0.256376
1555.59, 0.256438
1555.59, 0.2565
1555.59, 0.256562
1555.59, 0.256624
1555.59, 0.256686
1555.59, 0.256748
1555.59, 0.25681
1555.59, 0.256872
1555.59, 0.256934
1555.59, 0.256996
1555.59, 0.257058
1555.59, 0.257121
1555.59, 0.257183
1555.59, 0.257245
1555.59, 0.257307
1555.59, 0.25737
1555.59, 0.257432
1555.59, 0.257495
1555.59, 0.257557
1555.59, 0.25762
1555.59, 0.257682
1555.59, 0.257745
1555.59, 0.257808
1555.59, 0.25787
1555.58, 0.257933
1555.58, 0.257996
1555.58, 0.258059
1555.58, 0.258121
1555.58, 0.258184
1555.58, 0.258247
1555.58, 0.25831
1555.58, 0.258373
1555.58, 0.258436
1555.58, 0.258499
1555.58, 0.258562
1555.58, 0.258625
1555.58, 0.258689
1555.58, 0.258752
1555.58, 0.258815
1555.58, 0.258878
1555.58, 0.258942
1555.58, 0.259005
1555.58, 0.259068
1555.58, 0.259132
1555.58, 0.259195
1555.58, 0.259259
1555.58, 0.259322
1555.58, 0.259386
1555.58, 0.25945
1555.57, 0.259513
1555.57, 0.259577
1555.57, 0.259641
1555.57, 0.259705
1555.57, 0.259768
1555.57, 0.259832
1555.57, 0.259896
1555.57, 0.25996
1555.57, 0.260024
1555.57, 0.260088
1555.57, 0.260152
1555.57, 0.260216
1555.57, 0.260281
1555.57, 0.260345
1555.57, 0.260409
1555.57, 0.260473
1555.57, 0.260537
1555.57, 0.260602
1555.57, 0.260666
1555.57, 0.260731
1555.57, 0.260795
1555.57, 0.26086
1555.57, 0.260924
1555.57, 0.260989
1555.57, 0.261053
1555.56, 0.261118
1555.56, 0.261183
1555.56, 0.261247
1555.56, 0.261312
1555.56, 0.261377
1555.56, 0.261442
1555.56, 0.261507
1555.56, 0.261572
1555.56, 0.261636
1555.56, 0.261701
1555.56, 0.261767
1555.56, 0.261832
1555.56, 0.261897
1555.56, 0.261962
1555.56, 0.262027
1555.56, 0.262092
1555.56, 0.262158
1555.56, 0.262223
1555.56, 0.262288
1555.56, 0.262354
1555.56, 0.262419
1555.56, 0.262485
1555.56, 0.26255
1555.56, 0.262616
1555.56, 0.262681
1555.55, 0.262747
1555.55, 0.262813
1555.55, 0.262878
1555.55, 0.262944
1555.55, 0.26301
1555.55, 0.263076
1555.55, 0.263142
1555.55, 0.263208
1555.55, 0.263274
1555.55, 0.26334
1555.55, 0.263406
1555.55, 0.263472
1555.55, 0.263538
1555.55, 0.263604
1555.55, 0.26367
1555.55, 0.263736
1555.55, 0.263803
1555.55, 0.263869
1555.55, 0.263935
1555.55, 0.264002
1555.55, 0.264068
1555.55, 0.264135
1555.55, 0.264201
1555.55, 0.264268
1555.54, 0.264334
1555.54, 0.264401
1555.54, 0.264468
1555.54, 0.264534
1555.54, 0.264601
1555.54, 0.264668
1555.54, 0.264735
1555.54, 0.264802
1555.54, 0.264869
1555.54, 0.264936
1555.54, 0.265003
1555.54, 0.26507
1555.54, 0.265137
1555.54, 0.265204
1555.54, 0.265271
1555.54, 0.265338
1555.54, 0.265406
1555.54, 0.265473
1555.54, 0.26554
1555.54, 0.265608
1555.54, 0.265675
1555.54, 0.265743
1555.54, 0.26581
1555.54, 0.265878
1555.54, 0.265945
1555.53, 0.266013
1555.53, 0.266081
1555.53, 0.266148
1555.53, 0.266216
1555.53, 0.266284
1555.53, 0.266352
1555.53, 0.26642
1555.53, 0.266488
1555.53, 0.266556
1555.53, 0.266624
1555.53, 0.266692
1555.53, 0.26676
1555.53, 0.266828
1555.53, 0.266896
1555.53, 0.266964
1555.53, 0.267033
1555.53, 0.267101
1555.53, 0.267169
1555.53, 0.267238
1555.53, 0.267306
1555.53, 0.267375
1555.53, 0.267443
1555.53, 0.267512
1555.53, 0.26758
1555.53, 0.267649
1555.52, 0.267718
1555.52, 0.267786
1555.52, 0.267855
1555.52, 0.267924
1555.52, 0.267993
1555.52, 0.268062
1555.52, 0.268131
1555.52, 0.2682
1555.52, 0.268269
1555.52, 0.268338
1555.52, 0.268407
1555.52, 0.268476
1555.52, 0.268545
1555.52, 0.268615
1555.52, 0.268684
1555.52, 0.268753
1555.52, 0.268823
1555.52, 0.268892
1555.52, 0.268962
1555.52, 0.269031
1555.52, 0.269101
1555.52, 0.26917
1555.52, 0.26924
1555.52, 0.26931
1555.52, 0.269379
1555.51, 0.269449
1555.51, 0.269519
1555.51, 0.269589
1555.51, 0.269659
1555.51, 0.269729
1555.51, 0.269799
1555.51, 0.269869
1555.51, 0.269939
1555.51, 0.270009
1555.51, 0.270079
1555.51, 0.270149
1555.51, 0.270219
1555.51, 0.27029
1555.51, 0.27036
1555.51, 0.27043
1555.51, 0.270501
1555.51, 0.270571
1555.51, 0.270642
1555.51, 0.270712
1555.51, 0.270783
1555.51, 0.270854
1555.51, 0.270924
1555.51, 0.270995
1555.51, 0.271066
1555.51, 0.271137
1555.5, 0.271207
1555.5, 0.271278
1555.5, 0.271349
1555.5, 0.27142
1555.5, 0.271491
1555.5, 0.271562
1555.5, 0.271634
1555.5, 0.271705
1555.5, 0.271776
1555.5, 0.271847
1555.5, 0.271919
1555.5, 0.27199
1555.5, 0.272061
1555.5, 0.272133
1555.5, 0.272204
1555.5, 0.272276
1555.5, 0.272347
1555.5, 0.272419
1555.5, 0.272491
1555.5, 0.272562
1555.5, 0.272634
1555.5, 0.272706
1555.5, 0.272778
1555.5, 0.27285
1555.5, 0.272922
1555.49, 0.272994
1555.49, 0.273066
1555.49, 0.273138
1555.49, 0.27321
1555.49, 0.273282
1555.49, 0.273354
1555.49, 0.273426
1555.49, 0.273499
1555.49, 0.273571
1555.49, 0.273643
1555.49, 0.273716
1555.49, 0.273788
1555.49, 0.273861
1555.49, 0.273933
1555.49, 0.274006
1555.49, 0.274079
1555.49, 0.274151
1555.49, 0.274224
1555.49, 0.274297
1555.49, 0.27437
1555.49, 0.274443
1555.49, 0.274516
1555.49, 0.274589
1555.49, 0.274662
1555.48, 0.274735
1555.48, 0.274808
1555.48, 0.274881
1555.48, 0.274954
1555.48, 0.275028
1555.48, 0.275101
1555.48, 0.275174
1555.48, 0.275248
1555.48, 0.275321
1555.48, 0.275395
1555.48, 0.275468
1555.48, 0.275542
1555.48, 0.275615
1555.48, 0.275689
1555.48, 0.275763
1555.48, 0.275837
1555.48, 0.27591
1555.48, 0.275984
1555.48, 0.276058
1555.48, 0.276132
1555.48, 0.276206
1555.48, 0.27628
1555.48, 0.276354
1555.48, 0.276428
1555.48, 0.276503
1555.47, 0.276577
1555.47, 0.276651
1555.47, 0.276726
1555.47, 0.2768
1555.47, 0.276874
1555.47, 0.276949
1555.47, 0.277023
1555.47, 0.277098
1555.47, 0.277173
1555.47, 0.277247
1555.47, 0.277322
1555.47, 0.277397
1555.47, 0.277472
1555.47, 0.277546
1555.47, 0.277621
1555.47, 0.277696
1555.47, 0.277771
1555.47, 0.277846
1555.47, 0.277921
1555.47, 0.277997
1555.47, 0.278072
1555.47, 0.278147
1555.47, 0.278222
1555.47, 0.278298
1555.47, 0.278373
1555.46, 0.278448
1555.46, 0.278524
1555.46, 0.278599
1555.46, 0.278675
1555.46, 0.278751
1555.46, 0.278826
1555.46, 0.278902
1555.46, 0.278978
1555.46, 0.279054
1555.46, 0.27913
1555.46, 0.279205
1555.46, 0.279281
1555.46, 0.279357
1555.46, 0.279433
1555.46, 0.27951
1555.46, 0.279586
1555.46, 0.279662
1555.46, 0.279738
1555.46, 0.279815
1555.46, 0.279891
1555.46, 0.279967
1555.46, 0.280044
1555.46, 0.28012
1555.46, 0.280197
1555.46, 0.280273
1555.45, 0.28035
1555.45, 0.280427
1555.45, 0.280504
1555.45, 0.28058
1555.45, 0.280657
1555.45, 0.280734
1555.45, 0.280811
1555.45, 0.280888
1555.45, 0.280965
1555.45, 0.281042
1555.45, 0.281119
1555.45, 0.281196
1555.45, 0.281274
1555.45, 0.281351
1555.45, 0.281428
1555.45, 0.281506
1555.45, 0.281583
1555.45, 0.281661
1555.45, 0.281738
1555.45, 0.281816
1555.45, 0.281893
1555.45, 0.281971
1555.45, 0.282049
1555.45, 0.282127
1555.45, 0.282204
1555.44, 0.282282
1555.44, 0.28236
1555.44, 0.282438
1555.44, 0.282516
1555.44, 0.282594
1555.44, 0.282673
1555.44, 0.282751
1555.44, 0.282829
1555.44, 0.282907
1555.44, 0.282986
1555.44, 0.283064
1555.44, 0.283143
1555.44, 0.283221
1555.44, 0.2833
1555.44, 0.283378
1555.44, 0.283457
1555.44, 0.283536
1555.44, 0.283614
1555.44, 0.283693
1555.44, 0.283772
1555.44, 0.283851
1555.44, 0.28393
1555.44, 0.284009
1555.44, 0.284088
1555.43, 0.284167
1555.43, 0.284246
1555.43, 0.284325
1555.43, 0.284405
1555.43, 0.284484
1555.43, 0.284563
1555.43, 0.284643
1555.43, 0.284722
1555.43, 0.284802
1555.43, 0.284881
1555.43, 0.284961
1555.43, 0.285041
1555.43, 0.28512
1555.43, 0.2852
1555.43, 0.28528
1555.43, 0.28536
1555.43, 0.28544
1555.43, 0.28552
1555.43, 0.2856
1555.43, 0.28568
1555.43, 0.28576
1555.43, 0.28584
1555.43, 0.28592
1555.43, 0.286001
1555.43, 0.286081
1555.42, 0.286161
1555.42, 0.286242
1555.42, 0.286322
1555.42, 0.286403
1555.42, 0.286484
1555.42, 0.286564
1555.42, 0.286645
1555.42, 0.286726
1555.42, 0.286807
1555.42, 0.286887
1555.42, 0.286968
1555.42, 0.287049
1555.42, 0.28713
1555.42, 0.287211
1555.42, 0.287293
1555.42, 0.287374
1555.42, 0.287455
1555.42, 0.287536
1555.42, 0.287618
1555.42, 0.287699
1555.42, 0.287781
1555.42, 0.287862
1555.42, 0.287944
1555.42, 0.288025
1555.42, 0.288107
1555.41, 0.288189
1555.41, 0.28827
1555.41, 0.288352
1555.41, 0.288434
1555.41, 0.288516
1555.41, 0.288598
1555.41, 0.28868
1555.41, 0.288762
1555.41, 0.288844
1555.41, 0.288927
1555.41, 0.289009
1555.41, 0.289091
1555.41, 0.289173
1555.41, 0.289256
1555.41, 0.289338
1555.41, 0.289421
1555.41, 0.289503
1555.41, 0.289586
1555.41, 0.289669
1555.41, 0.289752
1555.41, 0.289834
1555.41, 0.289917
1555.41, 0.29
1555.41, 0.290083
1555.41, 0.290166
1555.4, 0.290249
1555.4, 0.290332
1555.4, 0.290416
1555.4, 0.290499
1555.4, 0.290582
1555.4, 0.290665
1555.4, 0.290749
1555.4, 0.290832
1555.4, 0.290916
1555.4, 0.290999
1555.4, 0.291083
1555.4, 0.291167
1555.4, 0.29125
1555.4, 0.291334
1555.4, 0.291418
1555.4, 0.291502
1555.4, 0.291586
1555.4, 0.29167
1555.4, 0.291754
1555.4, 0.291838
1555.4, 0.291922
1555.4, 0.292007
1555.4, 0.292091
1555.4, 0.292175
1555.4, 0.29226
1555.39, 0.292344
1555.39, 0.292429
1555.39, 0.292513
1555.39, 0.292598
1555.39, 0.292682
1555.39, 0.292767
1555.39, 0.292852
1555.39, 0.292937
1555.39, 0.293022
1555.39, 0.293107
1555.39, 0.293192
1555.39, 0.293277
1555.39, 0.293362
1555.39, 0.293447
1555.39, 0.293532
1555.39, 0.293618
1555.39, 0.293703
1555.39, 0.293788
1555.39, 0.293874
1555.39, 0.293959
1555.39, 0.294045
1555.39, 0.294131
1555.39, 0.294216
1555.39, 0.294302
1555.39, 0.294388
1555.38, 0.294474
1555.38, 0.29456
1555.38, 0.294646
1555.38, 0.294732
1555.38, 0.294818
1555.38, 0.294904
1555.38, 0.29499
1555.38, 0.295076
1555.38, 0.295163
1555.38, 0.295249
1555.38, 0.295336
1555.38, 0.295422
1555.38, 0.295509
1555.38, 0.295595
1555.38, 0.295682
1555.38, 0.295769
1555.38, 0.295855
1555.38, 0.295942
1555.38, 0.296029
1555.38, 0.296116
1555.38, 0.296203
1555.38, 0.29629
1555.38, 0.296377
1555.38, 0.296465
1555.37, 0.296552
1555.37, 0.296639
1555.37, 0.296727
1555.37, 0.296814
1555.37, 0.296901
1555.37, 0.296989
1555.37, 0.297077
1555.37, 0.297164
1555.37, 0.297252
1555.37, 0.29734
1555.37, 0.297428
1555.37, 0.297516
1555.37, 0.297603
1555.37, 0.297691
1555.37, 0.29778
1555.37, 0.297868
1555.37, 0.297956
1555.37, 0.298044
1555.37, 0.298132
1555.37, 0.298221
1555.37, 0.298309
1555.37, 0.298398
1555.37, 0.298486
1555.37, 0.298575
1555.37, 0.298664
1555.36, 0.298752
1555.36, 0.298841
1555.36, 0.29893
1555.36, 0.299019
1555.36, 0.299108
1555.36, 0.299197
1555.36, 0.299286
1555.36, 0.299375
1555.36, 0.299464
1555.36, 0.299554
1555.36, 0.299643
1555.36, 0.299732
1555.36, 0.299822
1555.36, 0.299911
1555.36, 0.300001
1555.36, 0.30009
1555.36, 0.30018
1555.36, 0.30027
1555.36, 0.30036
1555.36, 0.30045
1555.36, 0.300539
1555.36, 0.300629
1555.36, 0.30072
1555.36, 0.30081
1555.36, 0.3009
1555.35, 0.30099
1555.35, 0.30108
1555.35, 0.301171
1555.35, 0.301261
1555.35, 0.301352
1555.35, 0.301442
1555.35, 0.301533
1555.35, 0.301623
1555.35, 0.301714
1555.35, 0.301805
1555.35, 0.301896
1555.35, 0.301987
1555.35, 0.302078
1555.35, 0.302169
1555.35, 0.30226
1555.35, 0.302351
1555.35, 0.302442
1555.35, 0.302533
1555.35, 0.302625
1555.35, 0.302716
1555.35, 0.302808
1555.35, 0.302899
1555.35, 0.302991
1555.35, 0.303082
1555.35, 0.303174
1555.34, 0.303266
1555.34, 0.303358
1555.34, 0.30345
1555.34, 0.303542
1555.34, 0.303634
1555.34, 0.303726
1555.34, 0.303818
1555.34, 0.30391
1555.34, 0.304002
1555.34, 0.304095
1555.34, 0.304187
1555.34, 0.30428
1555.34, 0.304372
1555.34, 0.304465
1555.34, 0.304557
1555.34, 0.30465
1555.34, 0.304743
1555.34, 0.304836
1555.34, 0.304929
1555.34, 0.305022
1555.34, 0.305115
1555.34, 0.305208
1555.34, 0.305301
1555.34, 0.305394
1555.34, 0.305487
1555.33, 0.305581
1555.33, 0.305674
1555.33, 0.305768
1555.33, 0.305861
1555.33, 0.305955
1555.33, 0.306049
1555.33, 0.306142
1555.33, 0.306236
1555.33, 0.30633
1555.33, 0.306424
1555.33, 0.306518
1555.33, 0.306612
1555.33, 0.306706
1555.33, 0.3068
1555.33, 0.306894
1555.33, 0.306989
1555.33, 0.307083
1555.33, 0.307178
1555.33, 0.307272
1555.33, 0.307367
1555.33, 0.307461
1555.33, 0.307556
1555.33, 0.307651
1555.33, 0.307746
1555.33, 0.307841
1555.32, 0.307936
1555.32, 0.308031
1555.32, 0.308126
1555.32, 0.308221
1555.32, 0.308316
1555.32, 0.308411
1555.32, 0.308507
1555.32, 0.308602
1555.32, 0.308698
1555.32, 0.308793
1555.32, 0.308889
1555.32, 0.308985
1555.32, 0.30908
1555.32, 0.309176
1555.32, 0.309272
1555.32, 0.309368
1555.32, 0.309464
1555.32, 0.30956
1555.32, 0.309656
1555.32, 0.309752
1555.32, 0.309849
1555.32, 0.309945
1555.32, 0.310042
1555.32, 0.310138
1555.31, 0.310235
1555.31, 0.310331
1555.31, 0.310428
1555.31, 0.310525
1555.31, 0.310621
1555.31, 0.310718
1555.31, 0.310815
1555.31, 0.310912
1555.31, 0.311009
1555.31, 0.311107
1555.31, 0.311204
1555.31, 0.311301
1555.31, 0.311398
1555.31, 0.311496
1555.31, 0.311593
1555.31, 0.311691
1555.31, 0.311789
1555.31, 0.311886
1555.31, 0.311984
1555.31, 0.312082
1555.31, 0.31218
1555.31, 0.312278
1555.31, 0.312376
1555.31, 0.312474
1555.31, 0.312572
1555.3, 0.31267
1555.3, 0.312769
1555.3, 0.312867
1555.3, 0.312965
1555.3, 0.313064
1555.3, 0.313162
1555.3, 0.313261
1555.3, 0.31336
1555.3, 0.313459
1555.3, 0.313557
1555.3, 0.313656
1555.3, 0.313755
1555.3, 0.313854
1555.3, 0.313954
1555.3, 0.314053
1555.3, 0.314152
1555.3, 0.314251
1555.3, 0.314351
1555.3, 0.31445
1555.3, 0.31455
1555.3, 0.314649
1555.3, 0.314749
1555.3, 0.314849
1555.3, 0.314949
1555.3, 0.315049
1555.29, 0.315149
1555.29, 0.315249
1555.29, 0.315349
1555.29, 0.315449
1555.29, 0.315549
1555.29, 0.315649
1555.29, 0.31575
1555.29, 0.31585
1555.29, 0.315951
1555.29, 0.316051
1555.29, 0.316152
1555.29, 0.316253
1555.29, 0.316354
1555.29, 0.316455
1555.29, 0.316555
1555.29, 0.316656
1555.29, 0.316758
1555.29, 0.316859
1555.29, 0.31696
1555.29, 0.317061
1555.29, 0.317163
1555.29, 0.317264
1555.29, 0.317366
1555.29, 0.317467
1555.29, 0.317569
1555.28, 0.317671
1555.28, 0.317772
1555.28, 0.317874
1555.28, 0.317976
1555.28, 0.318078
1555.28, 0.31818
1555.28, 0.318283
1555.28, 0.318385
1555.28, 0.318487
1555.28, 0.318589
1555.28, 0.318692
1555.28, 0.318794
1555.28, 0.318897
1555.28, 0.319
1555.28, 0.319102
1555.28, 0.319205
1555.28, 0.319308
1555.28, 0.319411
1555.28, 0.319514
1555.28, 0.319617
1555.28, 0.31972
1555.28, 0.319824
1555.28, 0.319927
1555.28, 0.32003
1555.28, 0.320134
1555.27, 0.320237
1555.27, 0.320341
1555.27, 0.320445
1555.27, 0.320548
1555.27, 0.320652
1555.27, 0.320756
1555.27, 0.32086
1555.27, 0.320964
1555.27, 0.321068
1555.27, 0.321173
1555.27, 0.321277
1555.27, 0.321381
1555.27, 0.321486
1555.27, 0.32159
1555.27, 0.321695
1555.27, 0.321799
1555.27, 0.321904
1555.27, 0.322009
1555.27, 0.322114
1555.27, 0.322219
1555.27, 0.322324
1555.27, 0.322429
1555.27, 0.322534
1555.27, 0.322639
1555.27, 0.322745
1555.26, 0.32285
1555.26, 0.322955
1555.26, 0.323061
1555.26, 0.323167
1555.26, 0.323272
1555.26, 0.323378
1555.26, 0.323484
1555.26, 0.32359
1555.26, 0.323696
1555.26, 0.323802
1555.26, 0.323908
1555.26, 0.324014
1555.26, 0.324121
1555.26, 0.324227
1555.26, 0.324333
1555.26, 0.32444
1555.26, 0.324547
1555.26, 0.324653
1555.26, 0.32476
1555.26, 0.324867
1555.26, 0.324974
1555.26, 0.325081
1555.26, 0.325188
1555.26, 0.325295
1555.25, 0.325402
1555.25, 0.325509
1555.25, 0.325617
1555.25, 0.325724
1555.25, 0.325832
1555.25, 0.325939
1555.25, 0.326047
1555.25, 0.326155
1555.25, 0.326263
1555.25, 0.326371
1555.25, 0.326478
1555.25, 0.326587
1555.25, 0.326695
1555.25, 0.326803
1555.25, 0.326911
1555.25, 0.32702
1555.25, 0.327128
1555.25, 0.327237
1555.25, 0.327345
1555.25, 0.327454
1555.25, 0.327563
1555.25, 0.327671
1555.25, 0.32778
1555.25, 0.327889
1555.25, 0.327998
1555.24, 0.328108
1555.24, 0.328217
1555.24, 0.328326
1555.24, 0.328436
1555.24, 0.328545
1555.24, 0.328655
1555.24, 0.328764
1555.24, 0.328874
1555.24, 0.328984
1555.24, 0.329094
1555.24, 0.329203
1555.24, 0.329314
1555.24, 0.329424
1555.24, 0.329534
1555.24, 0.329644
1555.24, 0.329754
1555.24, 0.329865
1555.24, 0.329975
1555.24, 0.330086
1555.24, 0.330197
1555.24, 0.330307
1555.24, 0.330418
1555.24, 0.330529
1555.24, 0.33064
1555.24, 0.330751
1555.23, 0.330862
1555.23, 0.330973
1555.23, 0.331085
1555.23, 0.331196
1555.23, 0.331308
1555.23, 0.331419
1555.23, 0.331531
1555.23, 0.331642
1555.23, 0.331754
1555.23, 0.331866
1555.23, 0.331978
1555.23, 0.33209
1555.23, 0.332202
1555.23, 0.332314
1555.23, 0.332427
1555.23, 0.332539
1555.23, 0.332651
1555.23, 0.332764
1555.23, 0.332877
1555.23, 0.332989
1555.23, 0.333102
1555.23, 0.333215
1555.23, 0.333328
1555.23, 0.333441
1555.23, 0.333554
1555.22, 0.333667
1555.22, 0.33378
1555.22, 0.333894
1555.22, 0.334007
1555.22, 0.334121
1555.22, 0.334234
1555.22, 0.334348
1555.22, 0.334462
1555.22, 0.334576
1555.22, 0.334689
1555.22, 0.334803
1555.22, 0.334918
1555.22, 0.335032
1555.22, 0.335146
1555.22, 0.33526
1555.22, 0.335375
1555.22, 0.335489
1555.22, 0.335604
1555.22, 0.335718
1555.22, 0.335833
1555.22, 0.335948
1555.22, 0.336063
1555.22, 0.336178
1555.22, 0.336293
1555.22, 0.336408
1555.21, 0.336524
1555.21, 0.336639
1555.21, 0.336754
1555.21, 0.33687
1555.21, 0.336985
1555.21, 0.337101
1555.21, 0.337217
1555.21, 0.337333
1555.21, 0.337449
1555.21, 0.337565
1555.21, 0.337681
1555.21, 0.337797
1555.21, 0.337913
1555.21, 0.33803
1555.21, 0.338146
1555.21, 0.338263
1555.21, 0.338379
1555.21, 0.338496
1555.21, 0.338613
1555.21, 0.33873
1555.21, 0.338847
1555.21, 0.338964
1555.21, 0.339081
1555.21, 0.339198
1555.21, 0.339315
1555.2, 0.339433
1555.2, 0.33955
1555.2, 0.339668
1555.2, 0.339785
1555.2, 0.339903
1555.2, 0.340021
1555.2, 0.340139
1555.2, 0.340257
1555.2, 0.340375
1555.2, 0.340493
1555.2, 0.340612
1555.2, 0.34073
1555.2, 0.340848
1555.2, 0.340967
1555.2, 0.341085
1555.2, 0.341204
1555.2, 0.341323
1555.2, 0.341442
1555.2, 0.341561
1555.2, 0.34168
1555.2, 0.341799
1555.2, 0.341918
1555.2, 0.342038
1555.2, 0.342157
1555.19, 0.342276
1555.19, 0.342396
1555.19, 0.342516
1555.19, 0.342635
1555.19, 0.342755
1555.19, 0.342875
1555.19, 0.342995
1555.19, 0.343115
1555.19, 0.343236
1555.19, 0.343356
1555.19, 0.343476
1555.19, 0.343597
1555.19, 0.343717
1555.19, 0.343838
1555.19, 0.343959
1555.19, 0.34408
1555.19, 0.344201
1555.19, 0.344322
1555.19, 0.344443
1555.19, 0.344564
1555.19, 0.344685
1555.19, 0.344807
1555.19, 0.344928
1555.19, 0.34505
1555.19, 0.345171
1555.18, 0.345293
1555.18, 0.345415
1555.18, 0.345537
1555.18, 0.345659
1555.18, 0.345781
1555.18, 0.345903
1555.18, 0.346025
1555.18, 0.346148
1555.18, 0.34627
1555.18, 0.346393
1555.18, 0.346515
1555.18, 0.346638
1555.18, 0.346761
1555.18, 0.346884
1555.18, 0.347007
1555.18, 0.34713
1555.18, 0.347253
1555.18, 0.347376
1555.18, 0.3475
1555.18, 0.347623
1555.18, 0.347747
1555.18, 0.347871
1555.18, 0.347994
1555.18, 0.348118
1555.18, 0.348242
1555.17, 0.348366
1555.17, 0.34849
1555.17, 0.348614
1555.17, 0.348739
1555.17, 0.348863
1555.17, 0.348988
1555.17, 0.349112
1555.17, 0.349237
1555.17, 0.349362
1555.17, 0.349487
1555.17, 0.349612
1555.17, 0.349737
1555.17, 0.349862
1555.17, 0.349987
1555.17, 0.350112
1555.17, 0.350238
1555.17, 0.350363
1555.17, 0.350489
1555.17, 0.350615
1555.17, 0.350741
1555.17, 0.350866
1555.17, 0.350993
1555.17, 0.351119
1555.17, 0.351245
1555.17, 0.351371
1555.16, 0.351497
1555.16, 0.351624
1555.16, 0.351751
1555.16, 0.351877
1555.16, 0.352004
1555.16, 0.352131
1555.16, 0.352258
1555.16, 0.352385
1555.16, 0.352512
1555.16, 0.352639
1555.16, 0.352767
